Date,Time,Relative_time,Temperature,Frequency_0,Dissipation_0,Frequency_1,Dissipation_1,Frequency_2,Dissipation_2,Frequency_3,Dissipation_3,Frequency_4,Dissipation_4
2024-01-17,16:43:56,25.732,15.91,4995567.99,0.0019481754832363558,14989834.27,0.0002545012151437469,24988539.21,6.668408007379574e-05,34974657.77,0.00017986847423753506,44966521.54,0.0003710043083609123
2024-01-17,16:43:58,27.564,15.91,4995663.25,0.0018097312451074252,14989565.61,0.0002742841536138793,24988929.65,7.46131029430803e-05,34974373.58,0.00018789479406519958,44967513.39,0.000357435478335651
2024-01-17,16:43:58,28.137,15.91,4995350.77,0.0018086659591809715,14989759.55,0.0002695948153772214,24988861.91,7.478966807129058e-05,34973974.79,0.00019082851335576505,44967057.17,0.0003703551938419549
2024-01-17,16:43:59,28.74,15.91,4995152.86,0.0019551438595727163,14989478.08,0.0002731658001389579,24989023.97,7.024417046230374e-05,34973900.56,0.00019410844521580695,44967481.65,0.0003534197926025423
2024-01-17,16:44:00,29.887,15.91,4995184.13,0.002187601410898454,14990269.47,0.0002711349795657618,24988965.39,7.177096886543762e-05,34973639.17,0.00018837349215546155,44967557.39,0.000329702605116873
2024-01-17,16:44:01,30.469,15.92,4995223.11,0.0019874772262522627,14989927.4,0.00028102157706654923,24988990.31,7.185042203629038e-05,34974057.13,0.0001944319097863367,44967562.08,0.0003192655432628773
2024-01-17,16:44:01,30.469,15.92,4995223.11,0.0019874772262522627,14989927.4,0.00028102157706654923,24988990.31,7.185042203629038e-05,34974057.13,0.0001944319097863367,44967562.08,0.0003192655432628773
2024-01-17,16:44:02,31.742,15.92,4995193.27,0.002017673342072296,14989485.0,0.0002926201876286135,24989163.63,7.164332347498546e-05,34973645.41,0.0002009923581651992,44968083.03,0.00029407266508979014
2024-01-17,16:44:02,31.742,15.92,4995193.27,0.002017673342072296,14989485.0,0.0002926201876286135,24989163.63,7.164332347498546e-05,34973645.41,0.0002009923581651992,44968083.03,0.00029407266508979014
2024-01-17,16:44:03,32.435,15.92,4995014.59,0.0020234641469917074,14989130.5,0.0002961914794227374,24988823.71,7.035946413381508e-05,34973345.08,0.0001995020734314267,44968160.87,0.00029639370006453953
2024-01-17,16:44:04,33.132,15.92,4995089.95,0.0020623360520285483,14989175.49,0.0002969352282427622,24988650.31,6.988929821039863e-05,34973223.09,0.00020660641563152217,44968332.15,0.00028433714309898737
2024-01-17,16:44:04,33.132,15.92,4995089.95,0.0020623360520285483,14989175.49,0.0002969352282427622,24988650.31,6.988929821039863e-05,34973223.09,0.00020660641563152217,44968332.15,0.00028433714309898737
2024-01-17,16:44:05,34.48,15.92,4995257.55,0.001943655935218511,14989316.73,0.0003164512688053023,24988303.98,6.961855561074865e-05,34973487.76,0.00019890173337804032,44968082.31,0.000289762445665413
2024-01-17,16:44:06,35.187,15.92,4995505.87,0.0019719628898278605,14989236.54,0.0003154616881805041,24987989.77,7.265142402098067e-05,34973573.55,0.00018850519042179582,44968261.48,0.00027599228108047755
2024-01-17,16:44:06,35.187,15.92,4995505.87,0.0019719628898278605,14989236.54,0.0003154616881805041,24987989.77,7.265142402098067e-05,34973573.55,0.00018850519042179582,44968261.48,0.00027599228108047755
2024-01-17,16:44:08,37.185,15.92,4995576.97,0.002023748206966752,14990038.2,0.0003158641984516919,24987611.2,7.427042295631768e-05,34972563.41,0.0001916596240139481,44968086.53,0.00029047849469916053
2024-01-17,16:44:08,37.185,15.92,4995576.97,0.002023748206966752,14990038.2,0.0003158641984516919,24987611.2,7.427042295631768e-05,34972563.41,0.0001916596240139481,44968086.53,0.00029047849469916053
2024-01-17,16:44:09,38.354,15.92,4994970.94,0.0022652607474016057,14990617.08,0.00030857269832368345,24987718.03,7.04669653941732e-05,34972482.63,0.00018463383133830044,44968398.73,0.0002701071251472386
2024-01-17,16:44:09,38.354,15.92,4994970.94,0.0022652607474016057,14990617.08,0.00030857269832368345,24987718.03,7.04669653941732e-05,34972482.63,0.00018463383133830044,44968398.73,0.0002701071251472386
2024-01-17,16:44:09,38.957,15.92,4995060.16,0.00226446412670931,14990002.57,0.00030877826793504324,24987802.13,7.30684977783255e-05,34972435.14,0.00018849870272988223,44967841.31,0.00028709463725736103
2024-01-17,16:44:10,40.165,15.93,4995261.01,0.0022067363745938273,14990113.77,0.0003131831095265203,24987212.57,7.62341205629404e-05,34972131.15,0.00018547137684949078,44967840.72,0.0002985861395911697
2024-01-17,16:44:11,40.748,15.93,4995072.98,0.0022325949808289064,14990198.69,0.00030653933285722837,24987211.64,7.622981280557474e-05,34971736.49,0.00019420303689572334,44967828.01,0.0002708617306331273
2024-01-17,16:44:11,40.748,15.93,4995072.98,0.0022325949808289064,14990198.69,0.00030653933285722837,24987211.64,7.622981280557474e-05,34971736.49,0.00019420303689572334,44967828.01,0.0002708617306331273
2024-01-17,16:44:12,41.332,15.93,4995279.99,0.002150047166020221,14990200.17,0.00030653933285722837,24987227.13,7.301593448311897e-05,34972144.16,0.00018520645786244467,44967950.49,0.0002822496079120449
2024-01-17,16:44:12,41.332,15.93,4995279.99,0.002150047166020221,14990200.17,0.00030653933285722837,24987227.13,7.301593448311897e-05,34972144.16,0.00018520645786244467,44967950.49,0.0002822496079120449
