Date,Time,Relative_time,Temperature,Frequency_0,Dissipation_0,Frequency_1,Dissipation_1,Frequency_2,Dissipation_2,Frequency_3,Dissipation_3,Frequency_4,Dissipation_4
2024-05-15,09:27:51,21.271,22.13,4989538.83,0.0002413796890830036,14946048.26,7.691397618956363e-05,24902745.18,4.4487732550126004e-05,34857722.05,3.092495059468545e-05,49998660.62,6.03385786918831e-05
2024-05-15,09:27:52,21.874,22.13,4989538.85,0.00024137701650570346,14946048.29,7.691843643700868e-05,24902745.29,4.4472740731955615e-05,34857722.05,3.0930305690801526e-05,49998649.2,5.281758532137682e-05
2024-05-15,09:27:53,23.061,22.13,4989538.89,0.00024139839586765635,14946048.35,7.691308354314834e-05,24902745.25,4.4479165809567904e-05,34857722.2,3.092839311340695e-05,49998744.74,5.735032956220736e-05
2024-05-15,09:27:53,23.061,22.13,4989538.89,0.00024139839586765635,14946048.35,7.691308354314834e-05,24902745.25,4.4479165809567904e-05,34857722.2,3.092839311340695e-05,49998744.74,5.735032956220736e-05
2024-05-15,09:27:54,24.267,22.13,4989538.85,0.00024140374001805457,14946048.45,7.692557256518492e-05,24902745.37,4.4476488514205676e-05,34857722.27,3.092609802273692e-05,49998366.84,5.765224653275107e-05
2024-05-15,09:27:54,24.267,22.13,4989538.85,0.00024140374001805457,14946048.45,7.692557256518492e-05,24902745.37,4.4476488514205676e-05,34857722.27,3.092609802273692e-05,49998366.84,5.765224653275107e-05
2024-05-15,09:27:54,24.267,22.13,4989538.85,0.00024140374001805457,14946048.45,7.692557256518492e-05,24902745.37,4.4476488514205676e-05,34857722.27,3.092609802273692e-05,49998366.84,5.765224653275107e-05
2024-05-15,09:27:55,24.853,22.13,4989538.88,0.00024138503195552822,14946048.44,7.693270931136922e-05,24902745.51,4.4467386138543584e-05,34857722.45,3.092150770380145e-05,49998501.91,5.780076520011327e-05
2024-05-15,09:27:55,24.853,22.13,4989538.88,0.00024138503195552822,14946048.44,7.693270931136922e-05,24902745.51,4.4467386138543584e-05,34857722.45,3.092150770380145e-05,49998501.91,5.780076520011327e-05
2024-05-15,09:27:55,25.451,22.13,4989538.9,0.00024137701421934277,14946048.44,7.694876706695295e-05,24902745.63,4.4463102774123384e-05,34857722.55,3.092648026923829e-05,49998503.12,5.7722365004774575e-05
2024-05-15,09:27:55,25.451,22.13,4989538.9,0.00024137701421934277,14946048.44,7.694876706695295e-05,24902745.63,4.4463102774123384e-05,34857722.55,3.092648026923829e-05,49998503.12,5.7722365004774575e-05
2024-05-15,09:27:57,26.659,22.13,4989538.75,0.00024142512129842419,14946048.55,7.695144250169666e-05,24902745.63,4.4448110843807405e-05,34857722.71,3.0917682406248516e-05,49998061.34,5.688713349049813e-05
2024-05-15,09:27:57,26.659,22.13,4989538.75,0.00024142512129842419,14946048.55,7.695144250169666e-05,24902745.63,4.4448110843807405e-05,34857722.71,3.0917682406248516e-05,49998061.34,5.688713349049813e-05
2024-05-15,09:27:57,26.659,22.13,4989538.75,0.00024142512129842419,14946048.55,7.695144250169666e-05,24902745.63,4.4448110843807405e-05,34857722.71,3.0917682406248516e-05,49998061.34,5.688713349049813e-05
2024-05-15,09:28:00,29.616,22.13,4989538.75,0.00024145986420724143,14946048.69,7.696482362233344e-05,24902745.37,4.447059906427967e-05,34857722.94,3.092188984023987e-05,49997698.22,6.0578905120220515e-05
2024-05-15,09:28:00,29.616,22.13,4989538.75,0.00024145986420724143,14946048.69,7.696482362233344e-05,24902745.37,4.447059906427967e-05,34857722.94,3.092188984023987e-05,49997698.22,6.0578905120220515e-05
2024-05-15,09:28:00,29.616,22.13,4989538.75,0.00024145986420724143,14946048.69,7.696482362233344e-05,24902745.37,4.447059906427967e-05,34857722.94,3.092188984023987e-05,49997698.22,6.0578905120220515e-05
2024-05-15,09:28:01,30.797,22.14,4989538.53,0.00024153469450357827,14946048.68,7.697285253408763e-05,24902745.43,4.4470598811909136e-05,34857723.01,3.093336496284122e-05,49997784.33,6.313822677680574e-05
2024-05-15,09:28:01,30.797,22.14,4989538.53,0.00024153469450357827,14946048.68,7.697285253408763e-05,24902745.43,4.4470598811909136e-05,34857723.01,3.093336496284122e-05,49997784.33,6.313822677680574e-05
2024-05-15,09:28:02,31.973,22.14,4989538.63,0.00024148926321790576,14946048.74,7.698177354366608e-05,24902745.57,4.446685078896332e-05,34857723.03,3.092992238592786e-05,49997597.09,6.35497104286177e-05
2024-05-15,09:28:02,32.556,22.14,4989538.55,0.00024149995418907576,14946048.64,7.698355784120165e-05,24902745.41,4.446577995723241e-05,34857723.04,3.093374749979725e-05,49997653.99,6.524250436197591e-05
2024-05-15,09:28:02,32.556,22.14,4989538.55,0.00024149995418907576,14946048.64,7.698355784120165e-05,24902745.41,4.446577995723241e-05,34857723.04,3.093374749979725e-05,49997653.99,6.524250436197591e-05
2024-05-15,09:28:04,34.297,22.14,4989538.45,0.00024158279863379436,14946048.73,7.699515473151131e-05,24902745.19,4.4481842813816055e-05,34857723.2,3.09322172232553e-05,49997633.14,5.362048392803494e-05
2024-05-15,09:28:04,34.297,22.14,4989538.45,0.00024158279863379436,14946048.73,7.699515473151131e-05,24902745.19,4.4481842813816055e-05,34857723.2,3.09322172232553e-05,49997633.14,5.362048392803494e-05
2024-05-15,09:28:05,35.501,22.14,4989538.33,0.00024162823314200402,14946048.71,7.700318374700303e-05,24902745.34,4.447755928061851e-05,34857723.08,3.0970850638111805e-05,49997749.98,6.387269095092972e-05
2024-05-15,09:28:05,35.501,22.14,4989538.33,0.00024162823314200402,14946048.71,7.700318374700303e-05,24902745.34,4.447755928061851e-05,34857723.08,3.0970850638111805e-05,49997749.98,6.387269095092972e-05
2024-05-15,09:28:06,36.667,22.14,4989538.33,0.00024166564667863613,14946048.66,7.700496807957539e-05,24902745.39,4.448237800253092e-05,34857723.07,3.0876753840522015e-05,49997442.76,6.457266268095371e-05
2024-05-15,09:28:07,37.248,22.14,4989538.34,0.00024164159668243936,14946048.69,7.700586010846015e-05,24902745.41,4.448184258647196e-05,34857723.13,3.08821089073172e-05,49997446.67,6.562843217118166e-05
2024-05-15,09:28:07,37.248,22.14,4989538.34,0.00024164159668243936,14946048.69,7.700586010846015e-05,24902745.41,4.448184258647196e-05,34857723.13,3.08821089073172e-05,49997446.67,6.562843217118166e-05
2024-05-15,09:28:09,39.003,22.14,4989538.08,0.00024171643062871238,14946048.71,7.701388871186694e-05,24902745.13,4.4482913645783485e-05,34857723.3,3.0899704019072325e-05,49997245.39,6.628653503370889e-05
2024-05-15,09:28:09,39.003,22.14,4989538.08,0.00024171643062871238,14946048.71,7.701388871186694e-05,24902745.13,4.4482913645783485e-05,34857723.3,3.0899704019072325e-05,49997245.39,6.628653503370889e-05
2024-05-15,09:28:09,39.003,22.14,4989538.08,0.00024171643062871238,14946048.71,7.701388871186694e-05,24902745.13,4.4482913645783485e-05,34857723.3,3.0899704019072325e-05,49997245.39,6.628653503370889e-05
2024-05-15,09:28:09,39.57,22.14,4989538.2,0.0002416763429155622,14946048.73,7.701745699900858e-05,24902745.02,4.449629934849829e-05,34857723.42,3.089243629867239e-05,49997050.52,5.9746918019344265e-05
2024-05-15,09:28:09,39.57,22.14,4989538.2,0.0002416763429155622,14946048.73,7.701745699900858e-05,24902745.02,4.449629934849829e-05,34857723.42,3.089243629867239e-05,49997050.52,5.9746918019344265e-05
2024-05-15,09:28:10,40.136,22.14,4989538.07,0.00024167367227007053,14946048.81,7.702280913739998e-05,24902745.06,4.4480236793413234e-05,34857723.65,3.077997886861212e-05,49996988.59,5.971250678323493e-05
2024-05-15,09:28:10,40.136,22.14,4989538.07,0.00024167367227007053,14946048.81,7.702280913739998e-05,24902745.06,4.4480236793413234e-05,34857723.65,3.077997886861212e-05,49996988.59,5.971250678323493e-05
2024-05-15,09:28:11,41.308,22.14,4989538.25,0.00024161487578689813,14946048.87,7.701924047213574e-05,24902744.97,4.449629948126258e-05,34857723.17,3.0791454306073064e-05,49997193.72,5.9571955049884835e-05
2024-05-15,09:28:11,41.308,22.14,4989538.25,0.00024161487578689813,14946048.87,7.701924047213574e-05,24902744.97,4.449629948126258e-05,34857723.17,3.0791454306073064e-05,49997193.72,5.9571955049884835e-05
2024-05-15,09:28:11,41.308,22.14,4989538.25,0.00024161487578689813,14946048.87,7.701924047213574e-05,24902744.97,4.449629948126258e-05,34857723.17,3.0791454306073064e-05,49997193.72,5.9571955049884835e-05
2024-05-15,09:28:12,41.887,22.14,4989538.3,0.0002415908238583575,14946048.82,7.701031990657524e-05,24902744.9,4.450540171061514e-05,34857723.14,3.079872202706557e-05,49997176.61,5.951756423898255e-05
2024-05-15,09:28:12,41.887,22.14,4989538.3,0.0002415908238583575,14946048.82,7.701031990657524e-05,24902744.9,4.450540171061514e-05,34857723.14,3.079872202706557e-05,49997176.61,5.951756423898255e-05
2024-05-15,09:28:12,42.469,22.14,4989538.21,0.00024160953129426628,14946048.85,7.70049671836609e-05,24902744.79,4.4514503965467076e-05,34857723.38,3.080216463467162e-05,49997205.84,6.289085338798657e-05
2024-05-15,09:28:15,44.879,22.15,4989538.31,0.00024161487448706167,14946048.97,7.700764261876265e-05,24902744.93,4.449040996535228e-05,34857723.83,3.084270993879259e-05,49997299.53,6.663019637076792e-05
2024-05-15,09:28:15,44.879,22.15,4989538.31,0.00024161487448706167,14946048.97,7.700764261876265e-05,24902744.93,4.449040996535228e-05,34857723.83,3.084270993879259e-05,49997299.53,6.663019637076792e-05
2024-05-15,09:28:15,45.475,22.15,4989538.22,0.00024163358385103034,14946049.06,7.700942643712412e-05,24902744.97,4.449415794966203e-05,34857723.88,3.083620726331304e-05,49997304.03,6.642183143636238e-05
2024-05-15,09:28:15,45.475,22.15,4989538.22,0.00024163358385103034,14946049.06,7.700942643712412e-05,24902744.97,4.449415794966203e-05,34857723.88,3.083620726331304e-05,49997304.03,6.642183143636238e-05
2024-05-15,09:28:17,46.653,22.15,4989538.21,0.00024163892965688735,14946049.19,7.70121020449623e-05,24902745.06,4.448773283666029e-05,34857723.96,3.0850742505330004e-05,49997512.81,6.969152980082709e-05
2024-05-15,09:28:17,46.653,22.15,4989538.21,0.00024163892965688735,14946049.19,7.70121020449623e-05,24902745.06,4.448773283666029e-05,34857723.96,3.0850742505330004e-05,49997512.81,6.969152980082709e-05
2024-05-15,09:28:17,46.653,22.15,4989538.21,0.00024163892965688735,14946049.19,7.70121020449623e-05,24902745.06,4.448773283666029e-05,34857723.96,3.0850742505330004e-05,49997512.81,6.969152980082709e-05
2024-05-15,09:28:17,47.241,22.15,4989538.15,0.000241652293861435,14946049.25,7.701031771310617e-05,24902745.14,4.448023686730979e-05,34857724.09,3.0853802641622746e-05,49997070.37,6.9686283089588e-05
2024-05-15,09:28:17,47.241,22.15,4989538.15,0.000241652293861435,14946049.25,7.701031771310617e-05,24902745.14,4.448023686730979e-05,34857724.09,3.0853802641622746e-05,49997070.37,6.9686283089588e-05
2024-05-15,09:28:20,49.586,22.16,4989538.07,0.00024179125523781593,14946049.29,7.703529661781872e-05,24902744.86,4.4493087285719386e-05,34857724.1,3.086183509110691e-05,49997263.21,6.32974241233629e-05
2024-05-15,09:28:20,49.586,22.16,4989538.07,0.00024179125523781593,14946049.29,7.703529661781872e-05,24902744.86,4.4493087285719386e-05,34857724.1,3.086183509110691e-05,49997263.21,6.32974241233629e-05
2024-05-15,09:28:20,49.586,22.16,4989538.07,0.00024179125523781593,14946049.29,7.703529661781872e-05,24902744.86,4.4493087285719386e-05,34857724.1,3.086183509110691e-05,49997263.21,6.32974241233629e-05
2024-05-15,09:28:20,50.164,22.16,4989538.01,0.0002418019465367569,14946049.12,7.703529661781872e-05,24902744.83,4.449201640513979e-05,34857724.13,3.0845004688091455e-05,49997385.78,6.191365283062178e-05
2024-05-15,09:28:20,50.164,22.16,4989538.01,0.0002418019465367569,14946049.12,7.703529661781872e-05,24902744.83,4.449201640513979e-05,34857724.13,3.0845004688091455e-05,49997385.78,6.191365283062178e-05
2024-05-15,09:28:20,50.758,22.16,4989537.97,0.00024187142430687905,14946049.15,7.703618847468313e-05,24902744.79,4.4505401953654506e-05,34857724.13,3.085456747723662e-05,49997604.53,4.419069332139705e-05
2024-05-15,09:28:20,50.758,22.16,4989537.97,0.00024187142430687905,14946049.15,7.703618847468313e-05,24902744.79,4.4505401953654506e-05,34857724.13,3.085456747723662e-05,49997604.53,4.419069332139705e-05
2024-05-15,09:28:22,51.924,22.16,4989537.9,0.00024190884138257048,14946049.25,7.703975693438245e-05,24902744.65,4.451825218213055e-05,34857724.11,3.0854949966831516e-05,49997745.07,4.4004827970195464e-05
2024-05-15,09:28:22,51.924,22.16,4989537.9,0.00024190884138257048,14946049.25,7.703975693438245e-05,24902744.65,4.451825218213055e-05,34857724.11,3.0854949966831516e-05,49997745.07,4.4004827970195464e-05
2024-05-15,09:28:22,51.924,22.16,4989537.9,0.00024190884138257048,14946049.25,7.703975693438245e-05,24902744.65,4.451825218213055e-05,34857724.11,3.0854949966831516e-05,49997745.07,4.4004827970195464e-05
2024-05-15,09:28:22,52.523,22.16,4989537.88,0.00024188212041953877,14946049.24,7.704510948485858e-05,24902744.64,4.452788975792418e-05,34857724.17,3.085801001362528e-05,49997746.05,4.39989618935939e-05
2024-05-15,09:28:23,53.094,22.16,4989537.91,0.00024187944751553913,14946049.27,7.70379726358918e-05,24902744.57,4.452521264049833e-05,34857724.11,3.0860687576255974e-05,49997939.69,4.397486093952358e-05
2024-05-15,09:28:24,54.248,22.16,4989537.81,0.00024189815655173617,14946049.32,7.704510927809984e-05,24902744.61,4.4508079349444626e-05,34857724.4,3.08511245903361e-05,49998095.29,4.435906780110563e-05
2024-05-15,09:28:24,54.248,22.16,4989537.81,0.00024189815655173617,14946049.32,7.704510927809984e-05,24902744.61,4.4508079349444626e-05,34857724.4,3.08511245903361e-05,49998095.29,4.435906780110563e-05
2024-05-15,09:28:24,54.248,22.16,4989537.81,0.00024189815655173617,14946049.32,7.704510927809984e-05,24902744.61,4.4508079349444626e-05,34857724.4,3.08511245903361e-05,49998095.29,4.435906780110563e-05
2024-05-15,09:28:25,54.81,22.16,4989537.85,0.00024189013787401784,14946049.32,7.705046186325462e-05,24902744.51,4.4515039939243674e-05,34857724.41,3.0844622013331695e-05,49998152.32,4.462111529302611e-05
2024-05-15,09:28:25,54.81,22.16,4989537.85,0.00024189013787401784,14946049.32,7.705046186325462e-05,24902744.51,4.4515039939243674e-05,34857724.41,3.0844622013331695e-05,49998152.32,4.462111529302611e-05
2024-05-15,09:28:32,61.911,22.17,4989537.81,0.0002418206610598813,14946049.34,7.706830350673641e-05,24902744.94,4.448237875123563e-05,34857724.25,3.0850742336438784e-05,49998373.22,4.491125240752833e-05
2024-05-15,09:28:32,61.911,22.17,4989537.81,0.0002418206610598813,14946049.34,7.706830350673641e-05,24902744.94,4.448237875123563e-05,34857724.25,3.0850742336438784e-05,49998373.22,4.491125240752833e-05
2024-05-15,09:28:32,61.911,22.17,4989537.81,0.0002418206610598813,14946049.34,7.706830350673641e-05,24902744.94,4.448237875123563e-05,34857724.25,3.0850742336438784e-05,49998373.22,4.491125240752833e-05
2024-05-15,09:28:32,61.911,22.17,4989537.81,0.0002418206610598813,14946049.34,7.706830350673641e-05,24902744.94,4.448237875123563e-05,34857724.25,3.0850742336438784e-05,49998373.22,4.491125240752833e-05
2024-05-15,09:28:32,62.511,22.17,4989537.83,0.00024181531752110177,14946049.37,7.707097962765157e-05,24902744.99,4.448773293706666e-05,34857724.23,3.0853037385903764e-05,49998379.91,4.492191840511076e-05
2024-05-15,09:28:32,62.511,22.17,4989537.83,0.00024181531752110177,14946049.37,7.707097962765157e-05,24902744.99,4.448773293706666e-05,34857724.23,3.0853037385903764e-05,49998379.91,4.492191840511076e-05
2024-05-15,09:28:33,63.098,22.17,4989537.86,0.0002417912665592687,14946049.38,7.70745478456747e-05,24902744.94,4.448398499984255e-05,34857724.24,3.084423973008057e-05,49998406.47,4.69590106815423e-05
2024-05-15,09:28:33,63.098,22.17,4989537.86,0.0002417912665592687,14946049.38,7.70745478456747e-05,24902744.94,4.448398499984255e-05,34857724.24,3.084423973008057e-05,49998406.47,4.69590106815423e-05
2024-05-15,09:28:34,64.318,22.17,4989537.94,0.00024170307880819913,14946049.5,7.706741058283242e-05,24902745.05,4.44780953369777e-05,34857724.46,3.083352917349919e-05,49998039.49,4.858297671073106e-05
2024-05-15,09:28:34,64.318,22.17,4989537.94,0.00024170307880819913,14946049.5,7.706741058283242e-05,24902745.05,4.44780953369777e-05,34857724.46,3.083352917349919e-05,49998039.49,4.858297671073106e-05
2024-05-15,09:28:34,64.318,22.17,4989537.94,0.00024170307880819913,14946049.5,7.706741058283242e-05,24902745.05,4.44780953369777e-05,34857724.46,3.083352917349919e-05,49998039.49,4.858297671073106e-05
2024-05-15,09:28:36,66.134,22.17,4989537.72,0.00024178592511673254,14946049.6,7.707989943189376e-05,24902745.13,4.4467922203825247e-05,34857724.67,3.0818611381248344e-05,49998403.75,5.326574484400795e-05
2024-05-15,09:28:36,66.134,22.17,4989537.72,0.00024178592511673254,14946049.6,7.707989943189376e-05,24902745.13,4.4467922203825247e-05,34857724.67,3.0818611381248344e-05,49998403.75,5.326574484400795e-05
2024-05-15,09:28:37,66.739,22.17,4989537.71,0.00024176454640175072,14946049.6,7.709149669955004e-05,24902745.19,4.447381190171408e-05,34857724.72,3.0814403706874035e-05,49998414.67,5.490517646820934e-05
2024-05-15,09:28:37,66.739,22.17,4989537.71,0.00024176454640175072,14946049.6,7.709149669955004e-05,24902745.19,4.447381190171408e-05,34857724.72,3.0814403706874035e-05,49998414.67,5.490517646820934e-05
2024-05-15,09:28:37,66.739,22.17,4989537.71,0.00024176454640175072,14946049.6,7.709149669955004e-05,24902745.19,4.447381190171408e-05,34857724.72,3.0814403706874035e-05,49998414.67,5.490517646820934e-05
2024-05-15,09:28:37,66.739,22.17,4989537.71,0.00024176454640175072,14946049.6,7.709149669955004e-05,24902745.19,4.447381190171408e-05,34857724.72,3.0814403706874035e-05,49998414.67,5.490517646820934e-05
2024-05-15,09:28:38,68.532,22.18,4989537.93,0.0002417351466557329,14946049.7,7.709238855623536e-05,24902745.41,4.4466851083818354e-05,34857724.5,3.0828174233698944e-05,49998720.13,5.6192047389984745e-05
2024-05-15,09:28:38,68.532,22.18,4989537.93,0.0002417351466557329,14946049.7,7.709238855623536e-05,24902745.41,4.4466851083818354e-05,34857724.5,3.0828174233698944e-05,49998720.13,5.6192047389984745e-05
2024-05-15,09:28:38,68.532,22.18,4989537.93,0.0002417351466557329,14946049.7,7.709238855623536e-05,24902745.41,4.4466851083818354e-05,34857724.5,3.0828174233698944e-05,49998720.13,5.6192047389984745e-05
2024-05-15,09:28:39,69.146,22.18,4989537.85,0.00024175652696457553,14946049.75,7.709060394921831e-05,24902745.53,4.444650484176577e-05,34857724.45,3.083697195946648e-05,49998861.46,5.561385301624556e-05
2024-05-15,09:28:39,69.146,22.18,4989537.85,0.00024175652696457553,14946049.75,7.709060394921831e-05,24902745.53,4.444650484176577e-05,34857724.45,3.083697195946648e-05,49998861.46,5.561385301624556e-05
2024-05-15,09:28:39,69.146,22.18,4989537.85,0.00024175652696457553,14946049.75,7.709060394921831e-05,24902745.53,4.444650484176577e-05,34857724.45,3.083697195946648e-05,49998861.46,5.561385301624556e-05
